edx-742,edx,universidades anáhuac,foundations of medical spanish,https://www.edx.org/learn/spanish/universidades-anahuac-foundations-of-medical-spanish?index=product&queryid=d50189ef9f3edfea48c6d0ee20ac79ea&position=23&results_level=second-level-results&term=&objectid=course-c1f721ba-edfc-4ff2-a118-82f85fd8c711&campaign=foundations+of+medical+spanish&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,enhance your communication skills as a doctor or healthcare professional with this introductory spanish course to engage better with latin and hispanic patients.,none,none,none,-->introductory,6 weeks,communications - spanish language,none,free 
edx-743,edx,the university of maryland college park,the program management office (pmo) - the strategy execution arm,https://www.edx.org/learn/project-management/the-university-of-maryland-college-park-the-program-management-office-pmo-the-strategy-execution-arm?index=product&queryid=d50189ef9f3edfea48c6d0ee20ac79ea&position=24&results_level=second-level-results&term=&objectid=course-44e1dd42-a691-48a2-ab2b-e012bfcb307b&campaign=the+program+management+office+%28pmo%29+-+the+strategy+execution+arm&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn to create a value-driven way of working that is hybrid and focused on the fitting context for program teams’ success. explore the project management methodologies and skills needed to build risk-based light governance for making fast quality decisions; and how the pmo drives resource allocation and creates the enterprise learning engine for guiding continual program delivery improvements.,none,none,none,-->advanced,4 weeks,leadership - project management - risk-based testing - investment decisions - project performance - strategy execution - project management office (pmo) - resource allocation - governance - program management - change management - portfolio management,none,free 
edx-744,edx,universidades anáhuac,ia para docentes: transforma tu enseñanza con chatgpt,https://www.edx.org/learn/computer-science/universidades-anahuac-ia-para-docentes-transforma-tu-ensenanza-con-chatgpt?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=1&results_level=second-level-results&term=&objectid=course-77495344-58cd-48fe-ad53-e06f9fb3846f&campaign=ia+para+docentes%3a+transforma+tu+ense%c3%b1anza+con+chatgpt&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,¡revoluciona tu enseñanza con inteligencia artificial! descubre cómo optimizar tu labor docente y aumentar la motivación y el interés de tus estudiantes en clase con ia y chatgpt.,none,none,none,-->introductory,3 weeks,none,none,free 
edx-745,edx,doane university,environmental and natural resources economics,https://www.edx.org/learn/agriculture/doane-university-environmental-and-natural-resources-economics?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=2&results_level=second-level-results&term=&objectid=course-e50f94f6-2b87-4ef2-9044-2e2f16175977&campaign=environmental+and+natural+resources+economics&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,economic analysis of agricultural problems associated with use of renewable and nonrenewable environmental and natural resources.,none,none,none,-->intermediate,8 weeks,environmental degradation - economic theories - balancing (ledger/billing) - economics - budgeting - agricultural economics - economic growth - agriculture - cost benefit analysis,none,free 
edx-746,edx,sdg academy,feeding a hungry planet: agriculture nutrition and sustainability,https://www.edx.org/learn/sustainability/sdg-academy-feeding-a-hungry-planet-agriculture-nutrition-and-sustainability?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=3&results_level=second-level-results&term=&objectid=course-156c045f-5815-4038-bfd5-c0e044fe8c29&campaign=feeding+a+hungry+planet%3a+agriculture%2c+nutrition+and+sustainability&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,how do we create a healthy and sustainable diet for the growing world population?,4.6,5,7,-->intermediate,7 weeks,agriculture - social entrepreneurship - food security - ecosystem science - international aid transparency initiative - economics - malnutrition,none,free 
edx-747,edx,doane university,cannabis cultivation and processing,https://www.edx.org/learn/cannabis/doane-university-cannabis-cultivation-and-processing?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=4&results_level=second-level-results&term=&objectid=course-b751afc5-0769-4c54-abcb-569de2b7472a&campaign=cannabis+cultivation+and+processing&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,investigate the cultivation and processing of cannabis starting from seeds to a diversity of end products for a global market.,none,none,none,-->introductory,3 weeks,cannabis - cannabis and hemp extraction - cannabis cultivation,none,free 
edx-748,edx,the linux foundation,ethics in ai and data science,https://www.edx.org/learn/business-ethics/the-linux-foundation-ethics-in-ai-and-data-science?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=5&results_level=second-level-results&term=&objectid=course-c04e58c0-ad0a-40c8-8c63-e556cd55c7f2&campaign=ethics+in+ai+and+data+science&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn how to build and incorporate ethical principles and frameworks in your ai and data science technology and business initiatives to add transparency build trust drive adoption and lead with trust and responsibility.,4.0,5,16,-->introductory,6 weeks,emerging technologies - data analysis - ethical principles - accountability - data science - leadership - artificial intelligence - biology,none,free 
edx-749,edx,harvard university,invasions rebellions and the fall of imperial china,https://www.edx.org/learn/chinese-history/harvard-university-invasions-rebellions-and-the-fall-of-imperial-china?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=6&results_level=second-level-results&term=&objectid=course-aabfe220-b4c1-4975-b7d1-b33475d1010f&campaign=invasions%2c+rebellions%2c+and+the+fall+of+imperial+china&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,an overview of modern chinese history including the fall of the qing and the end of imperial china.,4.3,5,6,-->introductory,15 weeks,wrestling,none,free 
edx-750,edx,the international monetary fund,macroeconomics of climate change: climate risks for the financial sector,https://www.edx.org/learn/climate-change/the-international-monetary-fund-macroeconomics-of-climate-change-climate-risks-for-the-financial-sector?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=7&results_level=second-level-results&term=&objectid=course-47148d66-9e63-4c52-8e7b-8c9fc0c664f4&campaign=macroeconomics+of+climate+change%3a+climate+risks+for+the+financial+sector&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn the key components of financial and monetary policies that can help manage physical and transition climate risks.,4.4,5,7,intermediate,3 weeks,capacity development - research - capital markets - macroeconomics - monetary policies,none,free 
edx-751,edx,universidad del rosario,redes de computadores,https://www.edx.org/learn/computer-networking/universidad-del-rosario-redes-de-computadores?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=8&results_level=second-level-results&term=&objectid=course-ebc9a296-fc6b-4a79-b3ad-64228b123da5&campaign=redes+de+computadores&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,aprende los fundamentos de las redes de computadores incluyendo su arquitectura protocolos y los aspectos a considerar para hacerlas seguras.,none,none,none,-->intermediate,1 weeks,computer networks - network simulation - digital transformation - infrastructure - teaching - wireshark - firewall - virtual local area network (vlan) - network security - calculations - dynamic host configuration protocol (dhcp) - ip addressing - transmission control protocol (tcp) - wireless networks - cisco packet tracer - address resolution protocols - internet services - telecommunications - tcp/ip - corrective and preventive action (capa) - big data - network sockets,none,free 
edx-752,edx,sdg academy,planetary boundaries,https://www.edx.org/learn/space/sdg-academy-planetary-boundaries?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=9&results_level=second-level-results&term=&objectid=course-b3ca409d-ade4-43d1-b082-6ba89b3f9103&campaign=planetary+boundaries&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,can our planet continue to support the current scope of human activity?,4.9,5,21,-->intermediate,8 weeks,sustainability - geology - resilience - environmental science - corporate sustainability - sustainable development,none,free 
edx-753,edx,ibm,networking and storage essentials,https://www.edx.org/learn/computer-networking/ibm-networking-and-storage-essentials?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=10&results_level=second-level-results&term=&objectid=course-8c63dec3-9ae3-4c11-8073-c9af84f08bc4&campaign=networking+and+storage+essentials&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,become proficient in the fundamentals of computer networking and storage and gain the skills to diagnose repair and maintain computer networks and storage.,none,none,none,-->introductory,4 weeks,topology - small office/home office network - storage devices - computer networks - network storage,none,free 
edx-754,edx,zhaw zurich university of applied scie…,aquaponics – the circular food production system,https://www.edx.org/learn/food-science/zhaw-zurich-university-of-applied-sciences-aquaponics-the-circular-food-production-system?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=11&results_level=second-level-results&term=&objectid=course-f295a889-a794-4746-a43e-4ac77162be57&campaign=aquaponics+%e2%80%93+the+circular+food+production+system&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,aquaponics is a polyculture that combines aquaculture and hydroponics cultivation i.e. fish farming and soil-independent food production in a circulatory system with the aim of recycling nutrients from fish farming wastewater. in this mooc course of the zhaw you will learn the most important points about aquaponics and how to plan and design such a sustainable production system.,4.4,5,7,-->intermediate,6 weeks,physics - hydroponics - microbiology - plant physiology - water chemistry analysis - natural sciences - chemistry - aquaculture - fish culture - wastewater - aquaponics - biology - soil science,none,free 
edx-755,edx,sdg academy,how to achieve the sustainable development goals,https://www.edx.org/learn/sustainable-development/sdg-academy-how-to-achieve-the-sustainable-development-goals?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=12&results_level=second-level-results&term=&objectid=course-5eeb2d39-3f33-494b-ab2a-d44e746851e0&campaign=how+to+achieve+the+sustainable+development+goals&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,the world has adopted an ambitious agenda the sustainable development goals to end poverty protect the planet and ensure prosperity for all. learn how we can achieve these goals through careful planning and engagement of diverse stakeholders.,4.8,5,6,-->intermediate,7 weeks,planning - sustainable development - policy development,none,free 
edx-756,edx,amazon web services,building modern java applications on aws,https://www.edx.org/learn/java/amazon-web-services-building-modern-java-applications-on-aws?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=13&results_level=second-level-results&term=&objectid=course-48a88919-d29f-4b1f-9f8e-5f3d4b511458&campaign=building+modern+java+applications+on+aws&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,in this course we will be covering how to build a modern greenfield serverless backend on aws.,none,none,none,-->introductory,6 weeks,aws lambda - serverless computing - api gateway - authentications - docker (software) - workflow management - virtual machines - amazon elastic container service - data processing - amazon api gateway - amazon elastic compute cloud - hosting - scalability - java (programming language) - amazon cognito - cloud-native applications - internet hosting service - amazon web services - application programming interface (api) - infrastructure - authorization (computing) - amazon elastic kubernetes service - application development,none,free 
edx-757,edx,indian institute of management bangalore,macroeconomics: theory and policy,https://www.edx.org/learn/macroeconomics/indian-institute-of-management-bangalore-macroeconomics-theory-and-policy?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=14&results_level=second-level-results&term=&objectid=course-bc4f1420-ca20-48b6-880d-0ddde0f5c09f&campaign=macroeconomics%3a+theory+and+policy&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,this course provides a basic understanding of the overall components of economies which tend to be the key factor for taking decisions in a large scale. the course deals with theoretical models of consumption savings investment alongwith key economic concepts like inflation and unemployment. this course will discuss the unique economic terms which dictate the working of economies all over the world.,none,none,none,-->intermediate,6 weeks,market liquidity - monetary policies - economics - fiscal policies - investments - macroeconomics,none,free 
edx-758,edx,inter-american development bank,women's leadership: boost your skills and drive change,https://www.edx.org/learn/leadership/inter-american-development-bank-women-s-leadership-boost-your-skills-and-drive-change?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=15&results_level=second-level-results&term=&objectid=course-e915ce06-2d4c-4730-8d7f-cfa0907c10c0&campaign=women%27s+leadership%3a+boost+your+skills+and+drive+change&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,build your individual personal development plan strengthen your intrapersonal and communication skills and enhance your leadership competencies.,4.6,5,14,-->intermediate,10 weeks,assertiveness - communications - leadership - personal branding - decision making - emotional intelligence - mentorship,none,free 
edx-759,edx,indian institute of management bangalore,quantitative marketing research,https://www.edx.org/learn/marketing/indian-institute-of-management-bangalore-quantitative-marketing-research?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=16&results_level=second-level-results&term=&objectid=course-2d2f6edf-3715-4056-a7b0-226ef76ca23d&campaign=quantitative+marketing+research&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn how to design a quantitative market research project and implement specific methods interpret data and come up with marketing decisions.,none,none,none,-->introductory,5 weeks,marketing concepts - market research - cluster analysis - market segmentation - marketing research - conjoint analysis - research - marketing - quantitative marketing research - value propositions - addressing ethical concerns,none,free 
edx-760,edx,the london school of economics and p…,mathematics 1 part 2: integral calculus algebra and applications,https://www.edx.org/learn/math/the-london-school-of-economics-and-political-science-mathematics-1-part-2-integral-calculus-algebra-and-applications?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=17&results_level=second-level-results&term=&objectid=course-7b456c49-5b9a-4ff5-bdf0-eaeceaa82d44&campaign=mathematics+1+part+2%3a+integral+calculus%2c+algebra%2c+and+applications&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,the second in a series of two courses which help you to master mathematics fundamentals and build your quantitative skillset for progression in high-growth careers or to use as step towards further study at undergraduate level.,none,none,none,-->intermediate,5 weeks,integral calculus - algebra - statistics - management - economics - basic math,none,free 
edx-761,edx,the university of maryland college park,achieving product-market fit,https://www.edx.org/learn/marketing/the-university-of-maryland-college-park-achieving-product-market-fit?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=18&results_level=second-level-results&term=&objectid=course-b078396d-4d89-45e0-9e03-13b308538f63&campaign=achieving+product-market+fit&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn how to truly know your target customer your customer’s underserved needs your value proposition your product feature set and your user experience then integrate this knowledge into product and market requirements and positioning plans,4.8,5,12,-->introductory,4 weeks,value propositions - market requirements documents - user experience,none,free 
edx-762,edx,universidades anáhuac,fundamentos de información financiera y contable,https://www.edx.org/learn/financial-accounting/universidades-anahuac-fundamentos-de-informacion-financiera-y-contable?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=19&results_level=second-level-results&term=&objectid=course-6e599f57-f685-4676-a47a-86f16743e2a7&campaign=fundamentos+de+informaci%c3%b3n+financiera+y+contable&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,en este curso en línea se revisarán los conceptos básicos de la contabilidad identificando la normatividad contable el uso y aplicación de la cuenta y la balanza de comprobación.,4.9,5,7,-->intermediate,5 weeks,trial balance - accounting regulations - accounting - balance sheet - finance - comprehensive income,none,free 
edx-763,edx,hec montréal,ux prototyping,https://www.edx.org/learn/design/hec-montreal-ux-prototyping?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=20&results_level=second-level-results&term=&objectid=course-61be438f-28b9-4339-9437-21c34b3c3dd6&campaign=ux+prototyping&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,become a prototyping virtuoso! master the ability to propel your creative team from scrappy low-tech paper mock-ups to developing high-fidelity interactive prototypes using the latest industry methods and tools.,none,none,none,-->intermediate,6 weeks,prototyping - business savvy - cognitive psychology - user experience design (ux) - business acumen - user interface - mock ups - user experience - user interface design,none,free 
edx-764,edx,ibm,the data science method,https://www.edx.org/learn/data-science/ibm-the-data-science-method?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=21&results_level=second-level-results&term=&objectid=course-24888729-7951-44cd-984b-4137c737be8c&campaign=the+data+science+method&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn about the methodology practices and requirements behind data science to better understand how to problem solve with data and ensure data is relevant and properly manipulated to address a variety of real-world projects and business scenarios.,4.3,5,8,-->introductory,7 weeks,big data - problem solving - data science,none,free 
edx-765,edx,university of alaska fairbanks,3d gis,https://www.edx.org/learn/gis-geographic-information-systems/university-of-alaska-fairbanks-3d-gis?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=22&results_level=second-level-results&term=&objectid=course-d4ac1c57-1388-4616-87d7-05956676a806&campaign=3d+gis&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,take your maps into the third dimension: learn gis concepts and tools to visualize analyze and interpret spatial data in 3d. reveal patterns that can lead to better decision making.,4.3,5,6,-->intermediate,4 weeks,decision making - spatial data infrastructures - gis applications - mapping - workflow management - geology - visualization - spatial analysis - cartographic relief depiction (cartography) - geographic information systems - 3d modeling - arcgis (gis software) - land management - problem solving,none,free 
edx-766,edx,davidson college,building a lean startup,https://www.edx.org/learn/entrepreneurship/davidson-college-building-a-lean-startup?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=23&results_level=second-level-results&term=&objectid=course-a5980e83-aeca-426c-9447-cbd24cfd70b2&campaign=building+a+lean+startup&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,based on eric ries's influential book the lean startup  this course will bring your business idea to life with the help of time-tested tools and strategies employed by some of the world’s most successful startups.,none,none,none,-->introductory,4 weeks,new product development - lean startup methodology - innovation - business planning - customer service - go-to-market strategy,none,free 
edx-767,edx,università degli studi di napoli federico ii,introducción a la teoría política: conceptos y grandes pensadores,https://www.edx.org/learn/political-science/universita-degli-studi-di-napoli-federico-ii-introduccion-a-la-teoria-politica-conceptos-y-grandes-pensadores?index=product&queryid=b6ef30f535f97edd24cb5306d234f2e9&position=24&results_level=second-level-results&term=&objectid=course-520463a2-a349-4dc2-a396-3fbdd2927075&campaign=introducci%c3%b3n+a+la+teor%c3%ada+pol%c3%adtica%3a+conceptos+y+grandes+pensadores&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,en este curso de ciencias politicas conoceras el pensamiento politico de los autores clasicos con especial enfasis sobre como aparecen y evolucionan los conceptos politicos clave.,none,none,none,-->introductory,7 weeks,political sciences - sociology - joint ventures - political philosophy,none,free 
edx-768,edx,the linux foundation,introduction to devsecops for managers,https://www.edx.org/learn/devsecops/the-linux-foundation-introduction-to-devsecops-for-managers?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=1&results_level=second-level-results&term=&objectid=course-469322bd-be3c-4fb4-a214-651aeca2bed7&campaign=introduction+to+devsecops+for+managers&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,get an overview of the history terminology processes and tools used to adopt continuous delivery and devsecops within any organization.,none,none,none,introductory,10 weeks,devsecops - cyber security - continuous delivery - software development - operations - management - agile methodology,none,free 
edx-769,edx,state bank of india,content marketing strategy,https://www.edx.org/learn/content-marketing/state-bank-of-india-content-marketing-strategy?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=2&results_level=second-level-results&term=&objectid=course-651b9979-8ade-4254-9eb1-e09f1e1609fd&campaign=content+marketing+strategy&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,content marketing strategy encompass the creation and promotion of relevant contentthat attracts engages and drives profitable customer actions in the digital medium.,none,none,none,introductory,4 weeks,none,none,free 
edx-770,edx,universidad carlos iii de madrid,introducción a la programación en java: escribiendo buen código,https://www.edx.org/learn/java/universidad-carlos-iii-de-madrid-introduccion-a-la-programacion-en-java-escribiendo-buen-codigo?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=3&results_level=second-level-results&term=&objectid=course-037dd429-8a56-4392-a41a-917bc39c0610&campaign=introducci%c3%b3n+a+la+programaci%c3%b3n+en+java%3a+escribiendo+buen+c%c3%b3digo&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,¡aprende programación en java de forma fácil e interactiva y entra en el fascinante mundo de la computación!,none,none,none,-->introductory,5 weeks,java (programming language) - smartphone operation - computational thinking - addressing ethical concerns - software engineering - code reuse,none,free 
edx-771,edx,raspberry pi foundation,introduction to encryption and cryptography,https://www.edx.org/learn/computer-programming/raspberry-pi-foundation-introduction-to-encryption-and-cryptography?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=4&results_level=second-level-results&term=&objectid=course-2bb28080-bf1e-43d4-b937-2a7ac77b77d7&campaign=introduction+to+encryption+and+cryptography&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn about how encryption helps to keep your information safe and how it is used in the world today.,none,none,none,-->intermediate,2 weeks,none,none,free 
edx-772,edx,indian institute of management bangalore,accounting for decision-making,https://www.edx.org/learn/accounting/indian-institute-of-management-bangalore-accounting-for-decision-making?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=5&results_level=second-level-results&term=&objectid=course-2b531fed-b8f4-43ab-9e25-9d1d29820896&campaign=accounting+for+decision-making&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn how to read and interpret financial statements and manage costs to take informed business decisions.,3.9,5,18,-->intermediate,7 weeks,financial statements - finance - cost benefit analysis - asset management - budgeting - management - income statement - cost management - leverage - accounting systems - accounting - accounting information systems - decision making - balance sheet,none,free 
edx-773,edx,university of cambridge,building stakeholder value,https://www.edx.org/learn/economics/university-of-cambridge-building-stakeholder-value?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=6&results_level=second-level-results&term=&objectid=course-15d0a9ba-1ab1-44e9-a00a-152bd618ebf0&campaign=building+stakeholder+value&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,sustainable businesses need to earn consistent and predictable profits. find out what terms like ‘internal rate of return’ ‘discounted cash flow’ and dcf analysis actually mean in practice and how you can use them to the advantage of the business.,4.5,5,11,-->intermediate,5 weeks,shareholder communications - financial statements - rate of return - accounting - investments - key performance indicators (kpis) - microsoft outlook,none,free 
edx-774,edx,university of alaska fairbanks,unmanned aerial systems (uas): fundamentals,https://www.edx.org/learn/science/university-of-alaska-fairbanks-unmanned-aerial-systems-uas-fundamentals?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=7&results_level=second-level-results&term=&objectid=course-358335f2-b350-41ad-bb95-c01bc0bdd91e&campaign=unmanned+aerial+systems+%28uas%29%3a+fundamentals&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn the fundamentals of unmanned aerial systems (uas) including terminology types of platforms flight physics and selection of uas for specific needs and applications.,none,none,none,-->introductory,3 weeks,optics - physics - research - emergency response - light detection and ranging (lidar) - unmanned aerial systems (uas) - radar - electronics - surveying,none,free 
edx-775,edx,harvard university,judaism through its scriptures,https://www.edx.org/learn/judaism/harvard-university-judaism-through-its-scriptures?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=8&results_level=second-level-results&term=&objectid=course-02eebb2c-d086-41de-b9d8-0b34c161d478&campaign=judaism+through+its+scriptures&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn about the key beliefs and practices of judaism through an examination of its sacred texts and their interpretation.,4.5,5,12,-->introductory,4 weeks,none,none,free 
edx-776,edx,the university of queensland,leading high-performing teams,https://www.edx.org/learn/leadership/the-university-of-queensland-leading-high-performing-teams?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=9&results_level=second-level-results&term=&objectid=course-605e56d5-08f3-4e90-b4be-2c303def0cd5&campaign=leading+high-performing+teams&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn how to motivate engage and empower people to build effective and high performing teams.,4.5,5,10,-->intermediate,10 weeks,management - psychology - conflict management - leadership - communications - human resource management - organizational behavior,none,free 
edx-777,edx,universidad del rosario,bases de datos,https://www.edx.org/learn/databases/universidad-del-rosario-bases-de-datos?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=10&results_level=second-level-results&term=&objectid=course-ead552eb-1034-406f-85e6-8e91499c4944&campaign=bases+de+datos&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,este curso presenta los conceptos relacionados con el diseño y creación de bases de datos manipulación y consulta de datos mediante diferentes enfoques.,none,none,none,-->intermediate,4 weeks,online analytical processing - microsoft windows vista - sql (programming language) - relational model - database design - relational databases - stored procedure - entity relationship models - normalization processes,none,free 
edx-778,edx,university of cape town,writing feature articles,https://www.edx.org/learn/business-communications/university-of-cape-town-writing-feature-articles?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=11&results_level=second-level-results&term=&objectid=course-d4e2abaa-47db-4e81-8f49-82cecfb7a2b7&campaign=writing+feature+articles&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,take a deep dive into the craft of writing feature articles in this course from the university of cape town.,none,none,none,-->introductory,4 weeks,none,none,free 
edx-779,edx,new york institute of finance,fundamentals of market structure,https://www.edx.org/learn/finance/new-york-institute-of-finance-fundamentals-of-market-structure?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=12&results_level=second-level-results&term=&objectid=course-9cdfd053-edd7-43b0-b595-c73aa4beeaaa&campaign=fundamentals+of+market+structure&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn the basics of market structure including key market participants and what determines a market’s development.,none,none,none,-->introductory,1 weeks,economics - market structure - electronic trading - financial services - financial market - market maker - hedge funds - finance,none,free 
edx-780,edx,the linux foundation,open source software development: linux for developers,https://www.edx.org/learn/linux/the-linux-foundation-open-source-software-development-linux-for-developers?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=13&results_level=second-level-results&term=&objectid=course-215f9db9-9591-49e6-a227-8bf293ba4b7b&campaign=open+source+software+development%3a+linux+for+developers&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,start your open source software (oss) adventure today by learning the key concepts of developing open source software and how to work productively in a linux environment.,none,none,none,-->introductory,14 weeks,open-source software - integration - space stations - operating systems - linux - file systems - command-line interface - open source development - diversity management - git (version control system) - open source technology - user accounts - supercomputing,none,free 
edx-781,edx,google cloud,google cloud computing foundations: infrastructure in google cloud,https://www.edx.org/learn/cloud-computing/google-cloud-google-cloud-computing-foundations-infrastructure-in-google-cloud?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=14&results_level=second-level-results&term=&objectid=course-dc261488-8c2b-494f-a1cd-82e9df4693b2&campaign=google+cloud+computing+foundations%3a+infrastructure+in+google+cloud&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,the second course in the google cloud computing foundations professional certificate reviews implementing storage models different application managed service options and security administration in google cloud.,4.6,5,8,-->introductory,1 weeks,google cloud - cloud computing - security administration - managed services,none,free 
edx-782,edx,inter-american development bank,líderes para la gestión en seguridad ciudadana y justicia,https://www.edx.org/learn/justice/inter-american-development-bank-lideres-para-la-gestion-en-seguridad-ciudadana-y-justicia?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=15&results_level=second-level-results&term=&objectid=course-2beb80c9-785a-4c79-80f3-632588dca226&campaign=l%c3%adderes+para+la+gesti%c3%b3n+en+seguridad+ciudadana+y+justicia&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,este curso se centra en seguridad ciudadana y justicia en américa latina y el caribe. aprende sobre lo último en prevención modernización policial y de justicia y reinserción social.,4.7,5,19,-->intermediate,10 weeks,crime prevention - deterrence - governance - management,none,free 
